2024-11-10 08:01:34,799 - INFO - Starting data generation and upload process...
2024-11-10 08:01:35,048 - INFO - Creating indexes...
2024-11-10 08:01:37,488 - INFO - Generating and uploading chefs...
2024-11-10 08:01:38,777 - INFO - Generated food item: Premium Paye by Chef 67302211a1fb347cf2bf9595, Id: 67302212a1fb347cf2bf9643
2024-11-10 08:01:38,777 - INFO - Generated food item: Special Chapli Kebab by Chef 67302211a1fb347cf2bf95a2, Id: 67302212a1fb347cf2bf9644
2024-11-10 08:01:38,778 - INFO - Generated food item: Classic Broast by Chef 67302211a1fb347cf2bf957d, Id: 67302212a1fb347cf2bf9645
2024-11-10 08:01:38,778 - INFO - Generated food item: Special Seekh Kebab by Chef 67302211a1fb347cf2bf95a3, Id: 67302212a1fb347cf2bf9646
2024-11-10 08:01:38,778 - INFO - Generated food item: Classic Malai Boti by Chef 67302211a1fb347cf2bf95a5, Id: 67302212a1fb347cf2bf9647
2024-11-10 08:01:38,778 - INFO - Generated food item: Special Haleem by Chef 67302211a1fb347cf2bf9586, Id: 67302212a1fb347cf2bf9648
2024-11-10 08:01:38,778 - INFO - Generated food item: Deluxe Zinger Burger by Chef 67302211a1fb347cf2bf959c, Id: 67302212a1fb347cf2bf9649
2024-11-10 08:01:38,779 - INFO - Generated food item: Premium Club Sandwich by Chef 67302211a1fb347cf2bf95a1, Id: 67302212a1fb347cf2bf964a
2024-11-10 08:01:38,779 - INFO - Generated food item: Special Paye by Chef 67302211a1fb347cf2bf9579, Id: 67302212a1fb347cf2bf964b
2024-11-10 08:01:38,779 - INFO - Generated food item: Premium Nihari by Chef 67302211a1fb347cf2bf957c, Id: 67302212a1fb347cf2bf964c
2024-11-10 08:01:38,779 - INFO - Generated food item: Premium Shawarma by Chef 67302211a1fb347cf2bf95a7, Id: 67302212a1fb347cf2bf964d
2024-11-10 08:01:38,780 - INFO - Generated food item: Special Tikka by Chef 67302211a1fb347cf2bf9588, Id: 67302212a1fb347cf2bf964e
2024-11-10 08:01:38,780 - INFO - Generated food item: Special Biryani by Chef 67302211a1fb347cf2bf9597, Id: 67302212a1fb347cf2bf964f
2024-11-10 08:01:38,780 - INFO - Generated food item: Deluxe Zinger Burger by Chef 67302211a1fb347cf2bf9598, Id: 67302212a1fb347cf2bf9650
2024-11-10 08:01:38,780 - INFO - Generated food item: Special Chargha by Chef 67302211a1fb347cf2bf95a5, Id: 67302212a1fb347cf2bf9651
2024-11-10 08:01:38,781 - INFO - Generated food item: Deluxe Biryani by Chef 67302211a1fb347cf2bf95a1, Id: 67302212a1fb347cf2bf9652
2024-11-10 08:01:38,781 - INFO - Generated food item: Special Club Sandwich by Chef 67302211a1fb347cf2bf95a7, Id: 67302212a1fb347cf2bf9653
2024-11-10 08:01:38,781 - INFO - Generated food item: Premium Club Sandwich by Chef 67302211a1fb347cf2bf957d, Id: 67302212a1fb347cf2bf9654
2024-11-10 08:01:38,781 - INFO - Generated food item: Premium Paye by Chef 67302211a1fb347cf2bf9588, Id: 67302212a1fb347cf2bf9655
2024-11-10 08:01:38,781 - INFO - Generated food item: Classic Biryani by Chef 67302211a1fb347cf2bf959c, Id: 67302212a1fb347cf2bf9656
2024-11-10 08:01:38,782 - INFO - Generated food item: Classic Malai Boti by Chef 67302211a1fb347cf2bf95a9, Id: 67302212a1fb347cf2bf9657
2024-11-10 08:01:38,782 - INFO - Generated food item: Premium Pulao by Chef 67302211a1fb347cf2bf95a9, Id: 67302212a1fb347cf2bf9658
2024-11-10 08:01:38,782 - INFO - Generated food item: Special Haleem by Chef 67302211a1fb347cf2bf9596, Id: 67302212a1fb347cf2bf9659
2024-11-10 08:01:38,782 - INFO - Generated food item: Classic Pulao by Chef 67302211a1fb347cf2bf959c, Id: 67302212a1fb347cf2bf965a
2024-11-10 08:01:38,783 - INFO - Generated food item: Classic Shawarma by Chef 67302211a1fb347cf2bf958b, Id: 67302212a1fb347cf2bf965b
2024-11-10 08:01:38,783 - INFO - Generated food item: Premium Nihari by Chef 67302211a1fb347cf2bf958d, Id: 67302212a1fb347cf2bf965c
2024-11-10 08:01:38,783 - INFO - Generated food item: Deluxe Chapli Kebab by Chef 67302211a1fb347cf2bf9598, Id: 67302212a1fb347cf2bf965d
2024-11-10 08:01:38,783 - INFO - Generated food item: Special Tikka by Chef 67302211a1fb347cf2bf957b, Id: 67302212a1fb347cf2bf965e
2024-11-10 08:01:38,784 - INFO - Generated food item: Deluxe Pulao by Chef 67302211a1fb347cf2bf9581, Id: 67302212a1fb347cf2bf965f
2024-11-10 08:01:38,784 - INFO - Generated food item: Classic Zinger Burger by Chef 67302211a1fb347cf2bf95a8, Id: 67302212a1fb347cf2bf9660
2024-11-10 08:01:38,785 - INFO - Generated food item: Premium Zinger Burger by Chef 67302211a1fb347cf2bf9598, Id: 67302212a1fb347cf2bf9661
2024-11-10 08:01:38,785 - INFO - Generated food item: Classic Seekh Kebab by Chef 67302211a1fb347cf2bf95a7, Id: 67302212a1fb347cf2bf9662
2024-11-10 08:01:38,785 - INFO - Generated food item: Deluxe Chapli Kebab by Chef 67302211a1fb347cf2bf95a5, Id: 67302212a1fb347cf2bf9663
2024-11-10 08:01:38,786 - INFO - Generated food item: Special Malai Boti by Chef 67302211a1fb347cf2bf959e, Id: 67302212a1fb347cf2bf9664
2024-11-10 08:01:38,786 - INFO - Generated food item: Deluxe Haleem by Chef 67302211a1fb347cf2bf957c, Id: 67302212a1fb347cf2bf9665
2024-11-10 08:01:38,786 - INFO - Generated food item: Classic Malai Boti by Chef 67302211a1fb347cf2bf9587, Id: 67302212a1fb347cf2bf9666
2024-11-10 08:01:38,787 - INFO - Generated food item: Premium Chargha by Chef 67302211a1fb347cf2bf9592, Id: 67302212a1fb347cf2bf9667
2024-11-10 08:01:38,787 - INFO - Generated food item: Classic Chargha by Chef 67302211a1fb347cf2bf957c, Id: 67302212a1fb347cf2bf9668
2024-11-10 08:01:38,787 - INFO - Generated food item: Special Haleem by Chef 67302211a1fb347cf2bf95a4, Id: 67302212a1fb347cf2bf9669
2024-11-10 08:01:38,787 - INFO - Generated food item: Special Broast by Chef 67302211a1fb347cf2bf9587, Id: 67302212a1fb347cf2bf966a
2024-11-10 08:01:38,788 - INFO - Generated food item: Premium Broast by Chef 67302211a1fb347cf2bf95a0, Id: 67302212a1fb347cf2bf966b
2024-11-10 08:01:38,788 - INFO - Generated food item: Deluxe Shawarma by Chef 67302211a1fb347cf2bf95a8, Id: 67302212a1fb347cf2bf966c
2024-11-10 08:01:38,788 - INFO - Generated food item: Deluxe Pulao by Chef 67302211a1fb347cf2bf958f, Id: 67302212a1fb347cf2bf966d
2024-11-10 08:01:38,788 - INFO - Generated food item: Deluxe Malai Boti by Chef 67302211a1fb347cf2bf959b, Id: 67302212a1fb347cf2bf966e
2024-11-10 08:01:38,788 - INFO - Generated food item: Deluxe Karahi by Chef 67302211a1fb347cf2bf959b, Id: 67302212a1fb347cf2bf966f
2024-11-10 08:01:38,789 - INFO - Generated food item: Classic Karahi by Chef 67302211a1fb347cf2bf95aa, Id: 67302212a1fb347cf2bf9670
2024-11-10 08:01:38,789 - INFO - Generated food item: Classic Chapli Kebab by Chef 67302211a1fb347cf2bf9598, Id: 67302212a1fb347cf2bf9671
2024-11-10 08:01:38,789 - INFO - Generated food item: Deluxe Shawarma by Chef 67302211a1fb347cf2bf957b, Id: 67302212a1fb347cf2bf9672
2024-11-10 08:01:43,285 - INFO - Generating and uploading customers...
2024-11-10 08:01:43,287 - INFO - Generated customer: Email - hamptonstephanie@example.org, Password - password123, ID - 67302217a1fb347cf2bf9673
2024-11-10 08:01:43,288 - INFO - Generated customer: Email - griffinheather@example.net, Password - password123, ID - 67302217a1fb347cf2bf9674
2024-11-10 08:01:43,289 - INFO - Generated customer: Email - jamessaunders@example.com, Password - password123, ID - 67302217a1fb347cf2bf9675
2024-11-10 08:01:43,290 - INFO - Generated customer: Email - nathaniel91@example.net, Password - password123, ID - 67302217a1fb347cf2bf9676
2024-11-10 08:01:43,291 - INFO - Generated customer: Email - xsanchez@example.com, Password - password123, ID - 67302217a1fb347cf2bf9677
2024-11-10 08:01:43,291 - INFO - Generated customer: Email - christine36@example.org, Password - password123, ID - 67302217a1fb347cf2bf9678
2024-11-10 08:01:43,291 - INFO - Generated customer: Email - fordpaul@example.org, Password - password123, ID - 67302217a1fb347cf2bf9679
2024-11-10 08:01:43,292 - INFO - Generated customer: Email - hgonzalez@example.com, Password - password123, ID - 67302217a1fb347cf2bf967a
2024-11-10 08:01:43,292 - INFO - Generated customer: Email - wpierce@example.org, Password - password123, ID - 67302217a1fb347cf2bf967b
2024-11-10 08:01:43,292 - INFO - Generated customer: Email - rebecca28@example.com, Password - password123, ID - 67302217a1fb347cf2bf967c
2024-11-10 08:01:43,292 - INFO - Generated customer: Email - elliottjames@example.org, Password - password123, ID - 67302217a1fb347cf2bf967d
2024-11-10 08:01:43,293 - INFO - Generated customer: Email - natalie15@example.com, Password - password123, ID - 67302217a1fb347cf2bf967e
2024-11-10 08:01:43,293 - INFO - Generated customer: Email - jamesflowers@example.com, Password - password123, ID - 67302217a1fb347cf2bf967f
2024-11-10 08:01:43,293 - INFO - Generated customer: Email - susan49@example.com, Password - password123, ID - 67302217a1fb347cf2bf9680
2024-11-10 08:01:43,293 - INFO - Generated customer: Email - zmorton@example.com, Password - password123, ID - 67302217a1fb347cf2bf9681
2024-11-10 08:01:43,294 - INFO - Generated customer: Email - camerondanielle@example.org, Password - password123, ID - 67302217a1fb347cf2bf9682
2024-11-10 08:01:43,294 - INFO - Generated customer: Email - cwilliams@example.net, Password - password123, ID - 67302217a1fb347cf2bf9683
2024-11-10 08:01:43,294 - INFO - Generated customer: Email - christopherwalker@example.net, Password - password123, ID - 67302217a1fb347cf2bf9684
2024-11-10 08:01:43,295 - INFO - Generated customer: Email - ejohnson@example.com, Password - password123, ID - 67302217a1fb347cf2bf9685
2024-11-10 08:01:43,295 - INFO - Generated customer: Email - stevenedwards@example.net, Password - password123, ID - 67302217a1fb347cf2bf9686
2024-11-10 08:01:43,295 - INFO - Generated customer: Email - krodriguez@example.org, Password - password123, ID - 67302217a1fb347cf2bf9687
2024-11-10 08:01:43,296 - INFO - Generated customer: Email - smithmichael@example.org, Password - password123, ID - 67302217a1fb347cf2bf9688
2024-11-10 08:01:43,296 - INFO - Generated customer: Email - ljohnson@example.com, Password - password123, ID - 67302217a1fb347cf2bf9689
2024-11-10 08:01:43,297 - INFO - Generated customer: Email - selena94@example.org, Password - password123, ID - 67302217a1fb347cf2bf968a
2024-11-10 08:01:43,297 - INFO - Generated customer: Email - bishopkristin@example.org, Password - password123, ID - 67302217a1fb347cf2bf968b
2024-11-10 08:01:43,297 - INFO - Generated customer: Email - sharon61@example.net, Password - password123, ID - 67302217a1fb347cf2bf968c
2024-11-10 08:01:43,298 - INFO - Generated customer: Email - brianmartinez@example.org, Password - password123, ID - 67302217a1fb347cf2bf968d
2024-11-10 08:01:43,298 - INFO - Generated customer: Email - samanthawalker@example.org, Password - password123, ID - 67302217a1fb347cf2bf968e
2024-11-10 08:01:43,299 - INFO - Generated customer: Email - edwardroman@example.net, Password - password123, ID - 67302217a1fb347cf2bf968f
2024-11-10 08:01:43,299 - INFO - Generated customer: Email - heatherjones@example.net, Password - password123, ID - 67302217a1fb347cf2bf9690
2024-11-10 08:01:43,299 - INFO - Generated customer: Email - catherine79@example.com, Password - password123, ID - 67302217a1fb347cf2bf9691
2024-11-10 08:01:43,300 - INFO - Generated customer: Email - dburton@example.net, Password - password123, ID - 67302217a1fb347cf2bf9692
2024-11-10 08:01:43,300 - INFO - Generated customer: Email - dawnmiller@example.org, Password - password123, ID - 67302217a1fb347cf2bf9693
2024-11-10 08:01:43,300 - INFO - Generated customer: Email - ellenweber@example.org, Password - password123, ID - 67302217a1fb347cf2bf9694
2024-11-10 08:01:43,301 - INFO - Generated customer: Email - xrivera@example.com, Password - password123, ID - 67302217a1fb347cf2bf9695
2024-11-10 08:01:43,301 - INFO - Generated customer: Email - phyllisvargas@example.com, Password - password123, ID - 67302217a1fb347cf2bf9696
2024-11-10 08:01:43,301 - INFO - Generated customer: Email - samantha85@example.net, Password - password123, ID - 67302217a1fb347cf2bf9697
2024-11-10 08:01:43,302 - INFO - Generated customer: Email - john72@example.org, Password - password123, ID - 67302217a1fb347cf2bf9698
2024-11-10 08:01:43,302 - INFO - Generated customer: Email - courtneypearson@example.net, Password - password123, ID - 67302217a1fb347cf2bf9699
2024-11-10 08:01:43,302 - INFO - Generated customer: Email - aprilmartin@example.net, Password - password123, ID - 67302217a1fb347cf2bf969a
2024-11-10 08:01:43,303 - INFO - Generated customer: Email - catherine23@example.com, Password - password123, ID - 67302217a1fb347cf2bf969b
2024-11-10 08:01:43,303 - INFO - Generated customer: Email - nmiller@example.net, Password - password123, ID - 67302217a1fb347cf2bf969c
2024-11-10 08:01:43,303 - INFO - Generated customer: Email - jacobcamacho@example.com, Password - password123, ID - 67302217a1fb347cf2bf969d
2024-11-10 08:01:43,303 - INFO - Generated customer: Email - mooneyamanda@example.com, Password - password123, ID - 67302217a1fb347cf2bf969e
2024-11-10 08:01:43,304 - INFO - Generated customer: Email - paula85@example.org, Password - password123, ID - 67302217a1fb347cf2bf969f
2024-11-10 08:01:43,304 - INFO - Generated customer: Email - igarcia@example.com, Password - password123, ID - 67302217a1fb347cf2bf96a0
2024-11-10 08:01:43,304 - INFO - Generated customer: Email - joshua14@example.com, Password - password123, ID - 67302217a1fb347cf2bf96a1
2024-11-10 08:01:43,305 - INFO - Generated customer: Email - mwilliams@example.org, Password - password123, ID - 67302217a1fb347cf2bf96a2
2024-11-10 08:01:43,305 - INFO - Generated customer: Email - andersondana@example.org, Password - password123, ID - 67302217a1fb347cf2bf96a3
2024-11-10 08:01:43,306 - INFO - Generated customer: Email - patriciarichards@example.net, Password - password123, ID - 67302217a1fb347cf2bf96a4
2024-11-10 08:01:43,306 - INFO - Generated customer: Email - fharris@example.org, Password - password123, ID - 67302217a1fb347cf2bf96a5
2024-11-10 08:01:43,306 - INFO - Generated customer: Email - tiffanyberger@example.net, Password - password123, ID - 67302217a1fb347cf2bf96a6
2024-11-10 08:01:43,307 - INFO - Generated customer: Email - wrightterri@example.net, Password - password123, ID - 67302217a1fb347cf2bf96a7
2024-11-10 08:01:43,307 - INFO - Generated customer: Email - allison97@example.net, Password - password123, ID - 67302217a1fb347cf2bf96a8
2024-11-10 08:01:43,308 - INFO - Generated customer: Email - bradleymoss@example.net, Password - password123, ID - 67302217a1fb347cf2bf96a9
2024-11-10 08:01:43,308 - INFO - Generated customer: Email - leonardswanson@example.org, Password - password123, ID - 67302217a1fb347cf2bf96aa
2024-11-10 08:01:43,308 - INFO - Generated customer: Email - stevenjones@example.com, Password - password123, ID - 67302217a1fb347cf2bf96ab
2024-11-10 08:01:43,309 - INFO - Generated customer: Email - luke46@example.net, Password - password123, ID - 67302217a1fb347cf2bf96ac
2024-11-10 08:01:43,309 - INFO - Generated customer: Email - pgreen@example.com, Password - password123, ID - 67302217a1fb347cf2bf96ad
2024-11-10 08:01:43,309 - INFO - Generated customer: Email - christy20@example.org, Password - password123, ID - 67302217a1fb347cf2bf96ae
2024-11-10 08:01:43,309 - INFO - Generated customer: Email - nicholskevin@example.org, Password - password123, ID - 67302217a1fb347cf2bf96af
2024-11-10 08:01:43,310 - INFO - Generated customer: Email - megannguyen@example.com, Password - password123, ID - 67302217a1fb347cf2bf96b0
2024-11-10 08:01:43,310 - INFO - Generated customer: Email - meyersmelissa@example.net, Password - password123, ID - 67302217a1fb347cf2bf96b1
2024-11-10 08:01:43,310 - INFO - Generated customer: Email - ylloyd@example.com, Password - password123, ID - 67302217a1fb347cf2bf96b2
2024-11-10 08:01:43,310 - INFO - Generated customer: Email - mary11@example.org, Password - password123, ID - 67302217a1fb347cf2bf96b3
2024-11-10 08:01:43,311 - INFO - Generated customer: Email - tpetty@example.com, Password - password123, ID - 67302217a1fb347cf2bf96b4
2024-11-10 08:01:43,311 - INFO - Generated customer: Email - hunter29@example.com, Password - password123, ID - 67302217a1fb347cf2bf96b5
2024-11-10 08:01:43,311 - INFO - Generated customer: Email - bergerjoseph@example.org, Password - password123, ID - 67302217a1fb347cf2bf96b6
2024-11-10 08:01:43,311 - INFO - Generated customer: Email - carrie94@example.org, Password - password123, ID - 67302217a1fb347cf2bf96b7
2024-11-10 08:01:43,312 - INFO - Generated customer: Email - amber28@example.org, Password - password123, ID - 67302217a1fb347cf2bf96b8
2024-11-10 08:01:43,312 - INFO - Generated customer: Email - tammygraham@example.net, Password - password123, ID - 67302217a1fb347cf2bf96b9
2024-11-10 08:01:43,312 - INFO - Generated customer: Email - garciasteven@example.net, Password - password123, ID - 67302217a1fb347cf2bf96ba
2024-11-10 08:01:43,313 - INFO - Generated customer: Email - marybaker@example.org, Password - password123, ID - 67302217a1fb347cf2bf96bb
2024-11-10 08:01:43,313 - INFO - Generated customer: Email - richardpruitt@example.com, Password - password123, ID - 67302217a1fb347cf2bf96bc
2024-11-10 08:01:43,313 - INFO - Generated customer: Email - langgina@example.com, Password - password123, ID - 67302217a1fb347cf2bf96bd
2024-11-10 08:01:43,314 - INFO - Generated customer: Email - jaredmercado@example.org, Password - password123, ID - 67302217a1fb347cf2bf96be
2024-11-10 08:01:43,314 - INFO - Generated customer: Email - stephanie82@example.org, Password - password123, ID - 67302217a1fb347cf2bf96bf
2024-11-10 08:01:43,314 - INFO - Generated customer: Email - colenicholas@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c0
2024-11-10 08:01:43,315 - INFO - Generated customer: Email - alyssa08@example.com, Password - password123, ID - 67302217a1fb347cf2bf96c1
2024-11-10 08:01:43,315 - INFO - Generated customer: Email - matthew75@example.net, Password - password123, ID - 67302217a1fb347cf2bf96c2
2024-11-10 08:01:43,315 - INFO - Generated customer: Email - jeffrey00@example.com, Password - password123, ID - 67302217a1fb347cf2bf96c3
2024-11-10 08:01:43,316 - INFO - Generated customer: Email - helenhill@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c4
2024-11-10 08:01:43,316 - INFO - Generated customer: Email - perezlisa@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c5
2024-11-10 08:01:43,316 - INFO - Generated customer: Email - johnbarrett@example.com, Password - password123, ID - 67302217a1fb347cf2bf96c6
2024-11-10 08:01:43,317 - INFO - Generated customer: Email - wesleythompson@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c7
2024-11-10 08:01:43,317 - INFO - Generated customer: Email - gperry@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c8
2024-11-10 08:01:43,317 - INFO - Generated customer: Email - yatesronald@example.org, Password - password123, ID - 67302217a1fb347cf2bf96c9
2024-11-10 08:01:43,318 - INFO - Generated customer: Email - moralesdebra@example.net, Password - password123, ID - 67302217a1fb347cf2bf96ca
2024-11-10 08:01:43,318 - INFO - Generated customer: Email - teresaharris@example.net, Password - password123, ID - 67302217a1fb347cf2bf96cb
2024-11-10 08:01:43,318 - INFO - Generated customer: Email - rodriguezgregory@example.org, Password - password123, ID - 67302217a1fb347cf2bf96cc
2024-11-10 08:01:43,318 - INFO - Generated customer: Email - kimjoseph@example.com, Password - password123, ID - 67302217a1fb347cf2bf96cd
2024-11-10 08:01:43,319 - INFO - Generated customer: Email - kristy68@example.org, Password - password123, ID - 67302217a1fb347cf2bf96ce
2024-11-10 08:01:43,319 - INFO - Generated customer: Email - michaelkim@example.net, Password - password123, ID - 67302217a1fb347cf2bf96cf
2024-11-10 08:01:43,320 - INFO - Generated customer: Email - debbie43@example.com, Password - password123, ID - 67302217a1fb347cf2bf96d0
2024-11-10 08:01:43,320 - INFO - Generated customer: Email - deborah55@example.net, Password - password123, ID - 67302217a1fb347cf2bf96d1
2024-11-10 08:01:43,320 - INFO - Generated customer: Email - timothy70@example.net, Password - password123, ID - 67302217a1fb347cf2bf96d2
2024-11-10 08:01:43,321 - INFO - Generated customer: Email - whitemichelle@example.net, Password - password123, ID - 67302217a1fb347cf2bf96d3
2024-11-10 08:01:43,321 - INFO - Generated customer: Email - ebennett@example.net, Password - password123, ID - 67302217a1fb347cf2bf96d4
2024-11-10 08:01:43,322 - INFO - Generated customer: Email - shawn73@example.net, Password - password123, ID - 67302217a1fb347cf2bf96d5
2024-11-10 08:01:43,322 - INFO - Generated customer: Email - troy55@example.com, Password - password123, ID - 67302217a1fb347cf2bf96d6
2024-11-10 08:01:45,435 - INFO - Generating and uploading orders...
2024-11-10 08:01:45,437 - INFO - Generated order: ID - 67302219a1fb347cf2bf96d7, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,439 - INFO - Generated order: ID - 67302219a1fb347cf2bf96d8, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,440 - INFO - Generated order: ID - 67302219a1fb347cf2bf96d9, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,442 - INFO - Generated order: ID - 67302219a1fb347cf2bf96da, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,443 - INFO - Generated order: ID - 67302219a1fb347cf2bf96db, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,445 - INFO - Generated order: ID - 67302219a1fb347cf2bf96dc, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,447 - INFO - Generated order: ID - 67302219a1fb347cf2bf96dd, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,447 - INFO - Generated order: ID - 67302219a1fb347cf2bf96de, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,448 - INFO - Generated order: ID - 67302219a1fb347cf2bf96df, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,448 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e0, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,449 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e1, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,449 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e2, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,450 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e3, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,450 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e4, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,451 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e5, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,452 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e6, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,453 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e7, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,453 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e8, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,453 - INFO - Generated order: ID - 67302219a1fb347cf2bf96e9, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,454 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ea, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,455 - INFO - Generated order: ID - 67302219a1fb347cf2bf96eb, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,455 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ec, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,456 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ed, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,456 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ee, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,457 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ef, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,457 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f0, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,458 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f1, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,458 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f2, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,459 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f3, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,459 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f4, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,460 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f5, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,460 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f6, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,461 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f7, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,461 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f8, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,462 - INFO - Generated order: ID - 67302219a1fb347cf2bf96f9, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,462 - INFO - Generated order: ID - 67302219a1fb347cf2bf96fa, Status - CANCELLED, Payment Type - COD
2024-11-10 08:01:45,463 - INFO - Generated order: ID - 67302219a1fb347cf2bf96fb, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,464 - INFO - Generated order: ID - 67302219a1fb347cf2bf96fc, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,464 - INFO - Generated order: ID - 67302219a1fb347cf2bf96fd, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,465 - INFO - Generated order: ID - 67302219a1fb347cf2bf96fe, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,465 - INFO - Generated order: ID - 67302219a1fb347cf2bf96ff, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,466 - INFO - Generated order: ID - 67302219a1fb347cf2bf9700, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,467 - INFO - Generated order: ID - 67302219a1fb347cf2bf9701, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,467 - INFO - Generated order: ID - 67302219a1fb347cf2bf9702, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,468 - INFO - Generated order: ID - 67302219a1fb347cf2bf9703, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,468 - INFO - Generated order: ID - 67302219a1fb347cf2bf9704, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,469 - INFO - Generated order: ID - 67302219a1fb347cf2bf9705, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,469 - INFO - Generated order: ID - 67302219a1fb347cf2bf9706, Status - COMPLETE, Payment Type - COD
2024-11-10 08:01:45,470 - INFO - Generated order: ID - 67302219a1fb347cf2bf9707, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,471 - INFO - Generated order: ID - 67302219a1fb347cf2bf9708, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,471 - INFO - Generated order: ID - 67302219a1fb347cf2bf9709, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,472 - INFO - Generated order: ID - 67302219a1fb347cf2bf970a, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,472 - INFO - Generated order: ID - 67302219a1fb347cf2bf970b, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,473 - INFO - Generated order: ID - 67302219a1fb347cf2bf970c, Status - CANCELLED, Payment Type - CARD
2024-11-10 08:01:45,474 - INFO - Generated order: ID - 67302219a1fb347cf2bf970d, Status - COMPLETE, Payment Type - CARD
2024-11-10 08:01:45,474 - INFO - Generated order: ID - 67302219a1fb347cf2bf970e, Status - CANCELLED, Payment Type - COD
